Filename, N_kps1, N_kps2, Total_kps2, N_matches, average_match_rate, n_forward, n_backward, n_not_first_match_forward, n_not_first_match_backward, old_average_match_rate,difference,dif2,, average_match_rate_reduced_CC,,,
oakland004-2010.png,3764,4701,8465,474,0.111990549,537,558,0,0,0.120496161,-0.070588238,0.004982699,,0.111990549,0,0,
oakland005-2010.png,3288,3700,6988,398,0.113909559,440,446,0,0,0.117344018,-0.02926829,0.000856633,,0.113909559,0,0,
oakland006-2010.png,1843,1707,3550,111,0.062535211,125,132,0,0,0.065352113,-0.043103453,0.001857908,,0.062535211,0,0,
oakland007-2010.png,1333,2282,3615,332,0.183679115,355,382,0,0,0.19142462,-0.04046243,0.001637208,,0.183679115,0,0,
oakland008-2010.png,1334,2175,3509,502,0.286121402,533,536,0,0,0.290111143,-0.013752457,0.00018913,,0.286691365,-0.000569963,3.24858E-07,
oakland009-2010.png,2242,2408,4650,122,0.052473118,156,150,0,0,0.057204301,-0.082706766,0.006840409,,0.052473118,0,0,
oakland010-2010.png,3436,4128,7564,392,0.103648863,439,466,0,0,0.112109995,-0.0754717,0.005695978,,0.103648863,0,0,
oakland011-2010.png,3339,4512,7851,210,0.05349637,245,268,0,0,0.057317539,-0.066666664,0.004444444,,0.05349637,0,0,
oakland012-2010.png,3637,4623,8260,233,0.056416465,264,293,0,0,0.060290557,-0.06425703,0.004128966,,0.056416465,0,0,
oakland013-2010.png,2815,2466,5281,40,0.015148646,45,55,0,0,0.018178375,-0.166666653,0.027777773,,0.015148646,0,0,
oakland014-2010.png,1872,2003,3875,141,0.072774194,170,173,0,0,0.080516129,-0.096153846,0.009245562,,0.072774194,0,0,
oakland015-2010.png,2309,3482,5791,487,0.168192022,533,543,0,0,0.174408565,-0.035643564,0.001270464,,0.168192022,0,0,
oakland016-2010.png,1308,2239,3547,362,0.204116154,391,401,0,0,0.211446293,-0.034666668,0.001201778,,0.204116154,0,0,
oakland017-2010.png,2584,2835,5419,176,0.064956634,214,210,0,0,0.069016424,-0.058823534,0.003460208,,0.064956634,0,0,
oakland018-2010.png,3244,4412,7656,407,0.106321839,466,474,0,0,0.112591432,-0.055684458,0.003100759,,0.106583072,-0.000261233,6.82427E-08,
oakland019-2010.png,3565,4477,8042,353,0.087789107,417,411,0,0,0.092265606,-0.048517525,0.00235395,,0.087789107,0,0,
oakland020-2010.png,3304,4192,7496,135,0.03601921,154,181,0,0,0.039220918,-0.081632657,0.006663891,,0.03601921,0,0,
oakland021-2010.png,2134,2743,4877,188,0.077096576,206,251,0,0,0.082017634,-0.060000002,0.0036,,0.077096576,0,0,
oakland022-2010.png,3899,4671,8570,511,0.119253209,578,615,0,0,0.12672112,-0.058931859,0.003472964,,0.119253209,0,0,
oakland023-2010.png,3172,4414,7586,747,0.196941735,797,825,0,0,0.202214606,-0.02607562,0.000679938,,0.196941735,0,0,
oakland024-2010.png,1401,2412,3813,351,0.184107002,389,396,0,0,0.188303173,-0.022284121,0.000496582,,0.184107002,0,0,
oakland025-2010.png,3430,3866,7296,224,0.061403509,271,273,0,0,0.063322368,-0.030303024,0.000918273,,0.061403509,0,0,
oakland026-2010.png,4027,4627,8654,518,0.119713427,574,578,0,0,0.124797781,-0.040740738,0.001659808,,0.119944534,-0.000231107,5.34104E-08,
oakland027-2010.png,2772,3386,6158,166,0.053913608,197,208,0,0,0.058135758,-0.072625693,0.005274491,,0.053913608,0,0,
oakland028-2010.png,2167,2671,4838,155,0.064076064,173,199,0,0,0.068210004,-0.060606059,0.003673094,,0.064076064,0,0,
oakland029-2010.png,3239,4225,7464,343,0.091907824,395,409,0,0,0.096463023,-0.047222227,0.002229939,,0.092175777,-0.000267953,7.17987E-08,
oakland030-2010.png,3254,4182,7436,509,0.13690156,580,607,0,0,0.1457773,-0.060885611,0.003707058,,0.13690156,0,0,
oakland031-2010.png,1321,2602,3923,321,0.163650268,342,365,0,0,0.168748407,-0.030211481,0.000912734,,0.164160082,-0.000509814,2.5991E-07,
oakland032-2010.png,3537,4940,8477,970,0.228854548,1033,1072,0,0,0.236640321,-0.032901297,0.001082495,,0.228854548,0,0,
oakland033-2010.png,3634,4319,7953,237,0.059600151,270,288,0,0,0.064881177,-0.08139535,0.006625203,,0.059600151,0,0,
oakland034-2010.png,3519,5195,8714,359,0.082396144,397,429,0,0,0.086527427,-0.047745357,0.002279619,,0.082396144,0,0,
oakland035-2010.png,3092,3315,6407,242,0.075542376,279,293,0,0,0.080224754,-0.058365757,0.003406562,,0.075542376,0,0,
oakland036-2010.png,2712,3483,6195,205,0.066182405,234,249,0,0,0.070702179,-0.063926938,0.004086653,,0.066505246,-0.000322841,1.04226E-07,
oakland037-2010.png,3748,4846,8594,552,0.128461717,631,641,0,0,0.13427973,-0.043327556,0.001877277,,0.128461717,0,0,
oakland038-2010.png,2501,3545,6046,519,0.171683758,576,594,0,0,0.180615283,-0.04945055,0.002445357,,0.171683758,0,0,
oakland039-2010.png,3403,4958,8361,975,0.233225691,1022,1068,0,0,0.240880277,-0.031777555,0.001009813,,0.233225691,0,0,
oakland040-2010.png,3821,5340,9161,1171,0.255648947,1241,1252,0,0,0.261761816,-0.023352793,0.000545353,,0.255867263,-0.000218317,4.76622E-08,
oakland041-2010.png,3164,4331,7495,246,0.065643763,283,307,0,0,0.070980654,-0.075187973,0.005653231,,0.065910607,-0.000266845,7.1206E-08,
oakland042-2010.png,2940,3654,6594,192,0.058234759,225,231,0,0,0.061571125,-0.054187188,0.002936251,,0.058234759,0,0,
oakland043-2010.png,2594,2647,5241,342,0.130509445,387,388,0,0,0.138141576,-0.055248619,0.00305241,,0.130509445,0,0,
oakland044-2010.png,2818,3468,6286,387,0.123130767,450,455,0,0,0.131403118,-0.062953995,0.003963205,,0.123448934,-0.000318167,1.0123E-07,
oakland045-2010.png,3709,4921,8630,429,0.099420626,491,498,0,0,0.104519119,-0.048780485,0.002379536,,0.099884125,-0.000463499,2.14832E-07,
oakland046-2010.png,3168,4192,7360,443,0.120380435,495,516,0,0,0.125815217,-0.043196541,0.001865941,,0.120380435,0,0,
oakland047-2010.png,2838,4199,7037,758,0.215432713,803,835,0,0,0.222822225,-0.033163264,0.001099802,,0.215432713,0,0,
oakland048-2010.png,3205,4888,8093,936,0.23131101,972,1034,0,0,0.237489188,-0.026014567,0.000676758,,0.231558137,-0.000247127,6.10718E-08,
oakland049-2010.png,3579,3883,7462,203,0.054409006,246,245,0,0,0.057625302,-0.055813961,0.003115198,,0.054409006,0,0,
oakland050-2010.png,1630,2204,3834,88,0.04590506,99,124,0,0,0.051643192,-0.111111103,0.012345677,,0.04590506,0,0,
oakland051-2010.png,1742,2075,3817,150,0.078595756,183,191,0,0,0.084883416,-0.074074071,0.005486968,,0.078595756,0,0,
oakland052-2010.png,1326,1844,3170,133,0.083911672,148,166,0,0,0.088328076,-0.050000003,0.0025,,0.083911672,0,0,
oakland053-2010.png,2159,2586,4745,264,0.111275026,308,319,0,0,0.117597471,-0.053763441,0.002890508,,0.111275026,0,0,
oakland054-2010.png,1849,2493,4342,259,0.119299862,292,304,0,0,0.125748503,-0.051282051,0.002629849,,0.119299862,0,0,
oakland055-2010.png,3001,4104,7105,857,0.241238564,896,940,0,0,0.250246305,-0.035995499,0.001295676,,0.241238564,0,0,
oakland056-2010.png,3496,5191,8687,1057,0.243352135,1121,1138,0,0,0.250028779,-0.0267035,0.000713077,,0.243582364,-0.000230229,5.30054E-08,
oakland057-2010.png,1404,1753,3157,59,0.037377257,67,74,0,0,0.040544821,-0.078124999,0.006103516,,0.037377257,0,0,
oakland058-2010.png,2431,2386,4817,146,0.060618642,176,174,0,0,0.0651858,-0.07006369,0.004908921,,0.060618642,0,0,
oakland059-2010.png,2031,2070,4101,162,0.079005121,191,203,0,0,0.085345038,-0.074285717,0.005518368,,0.079005121,0,0,
oakland060-2010.png,2257,2556,4813,206,0.085601496,233,239,0,0,0.088510285,-0.032863854,0.001080033,,0.085601496,0,0,
oakland061-2010.png,2099,3130,5229,275,0.105182635,314,341,0,0,0.111302352,-0.054982816,0.00302311,,0.105182635,0,0,
oakland062-2010.png,1334,2235,3569,235,0.131689549,259,280,0,0,0.138974503,-0.052419357,0.002747789,,0.131689549,0,0,
oakland063-2010.png,2221,3204,5425,615,0.226728111,658,687,0,0,0.233364055,-0.028436018,0.000808607,,0.226728111,0,0,
oakland064-2010.png,4014,5421,9435,1076,0.22808691,1160,1162,0,0,0.234870164,-0.028880865,0.000834104,,0.22808691,0,0,
petaluma001-2010.png,1518,2032,3550,433,0.243943662,465,483,0,0,0.256338028,-0.048351648,0.002337882,,0.245070423,-0.001126761,1.26959E-06,
petaluma002-2010.png,3415,4385,7800,995,0.255128205,1049,1087,0,0,0.264358974,-0.034917554,0.001219236,,0.255128205,0,0,
petaluma003-2010.png,1406,2487,3893,258,0.132545595,293,321,0,0,0.139737991,-0.051470586,0.002649221,,0.133059337,-0.000513743,2.63931E-07,
petaluma004-2010.png,1390,1657,3047,103,0.067607483,137,140,0,0,0.078765999,-0.141666663,0.020069443,,0.067607483,0,0,
petaluma005-2010.png,1123,1444,2567,62,0.048305415,75,90,0,0,0.051421893,-0.060606056,0.003673094,,0.049084534,-0.00077912,6.07027E-07,
petaluma006-2010.png,718,947,1665,54,0.064864865,64,72,0,0,0.068468468,-0.052631572,0.002770082,,0.064864865,0,0,
petaluma007-2010.png,1610,2162,3772,210,0.111346766,232,255,0,0,0.117179215,-0.049773753,0.002477427,,0.111346766,0,0,
petaluma008-2010.png,1232,2043,3275,102,0.062290076,125,132,0,0,0.070229008,-0.113043483,0.012778829,,0.062900763,-0.000610687,3.72939E-07,
petaluma009-2010.png,3565,4461,8026,1009,0.251432843,1064,1072,0,0,0.256665836,-0.020388349,0.000415685,,0.251432843,0,0,
petaluma010-2010.png,2965,3831,6796,844,0.248381401,894,899,0,0,0.254855798,-0.025404159,0.000645371,,0.248381401,0,0,
petaluma011-2010.png,2666,3794,6460,589,0.182352941,634,655,0,0,0.189783282,-0.039151714,0.001532857,,0.182352941,0,0,
petaluma012-2010.png,779,1512,2291,44,0.038411174,53,68,0,0,0.044522043,-0.137254906,0.018838909,,0.038411174,0,0,
petaluma013-2010.png,798,1501,2299,16,0.013919095,21,28,0,0,0.016528926,-0.157894756,0.024930754,,0.014789039,-0.000869943,7.56802E-07,
petaluma014-2010.png,1345,1961,3306,179,0.108287961,207,221,0,0,0.11615245,-0.067708333,0.004584418,,0.108287961,0,0,
petaluma015-2010.png,952,1561,2513,165,0.131317151,184,193,0,0,0.136888181,-0.040697671,0.0016563,,0.131317151,0,0,
petaluma016-2010.png,1339,1820,3159,151,0.095599873,175,187,0,0,0.101930991,-0.062111803,0.003857876,,0.095599873,0,0,
petaluma017-2010.png,3437,4567,8004,724,0.180909545,786,819,0,0,0.189655172,-0.046113305,0.002126437,,0.181409295,-0.00049975,2.4975E-07,
petaluma018-2010.png,3397,4381,7778,665,0.170995114,727,749,0,0,0.177680638,-0.03762663,0.001415763,,0.17125225,-0.000257136,6.61187E-08,
petaluma019-2010.png,2056,3195,5251,365,0.139021139,401,428,0,0,0.145876976,-0.04699739,0.002208755,,0.139402019,-0.00038088,1.45069E-07,
petaluma020-2010.png,1478,1982,3460,131,0.075722543,160,159,0,0,0.080346821,-0.057553959,0.003312458,,0.075722543,0,0,
petaluma021-2010.png,1517,1790,3307,233,0.140913214,251,266,0,0,0.14756577,-0.04508197,0.002032384,,0.140913214,0,0,
petaluma022-2010.png,2163,2846,5009,540,0.215611899,587,602,0,0,0.223198243,-0.033989266,0.00115527,,0.215611899,0,0,
petaluma023-2010.png,1679,2263,3942,192,0.097412481,221,228,0,0,0.105022831,-0.072463768,0.005250998,,0.097412481,0,0,
petaluma024-2010.png,1921,2616,4537,231,0.101829403,265,280,0,0,0.108882521,-0.064777324,0.004196102,,0.101829403,0,0,
petaluma025-2010.png,2577,3550,6127,551,0.179859638,605,627,0,0,0.18899951,-0.048359238,0.002338616,,0.179859638,0,0,
petaluma026-2010.png,1689,2616,4305,256,0.118931475,290,306,0,0,0.126829268,-0.06227106,0.003877685,,0.118931475,0,0,
petaluma027-2010.png,1227,1649,2876,168,0.116828929,193,205,0,0,0.126564673,-0.076923076,0.00591716,,0.116828929,0,0,
petaluma028-2010.png,1489,2067,3556,138,0.077615298,164,184,0,0,0.087176603,-0.10967742,0.012029136,,0.077615298,0,0,
petaluma029-2010.png,1835,2455,4290,378,0.176223776,428,437,0,0,0.185081585,-0.047858942,0.002290478,,0.176689977,-0.0004662,2.17343E-07,
petaluma030-2010.png,1688,2296,3984,380,0.190763052,410,425,0,0,0.199297189,-0.04282116,0.001833652,,0.190763052,0,0,
petaluma031-2010.png,1246,1883,3129,96,0.061361457,117,135,0,0,0.070310003,-0.127272725,0.016198346,,0.061361457,0,0,
petaluma032-2010.png,2711,3610,6321,200,0.063281126,238,246,0,0,0.067077994,-0.056603774,0.003203987,,0.063281126,0,0,
petaluma033-2010.png,2593,3051,5644,379,0.134301914,430,449,0,0,0.141743444,-0.052499998,0.00275625,,0.134656272,-0.000354359,1.2557E-07,
petaluma034-2010.png,1164,1613,2777,144,0.103709039,160,173,0,0,0.110190853,-0.058823526,0.003460207,,0.103709039,0,0,
petaluma035-2010.png,1790,2128,3918,206,0.105155692,247,245,0,0,0.11281266,-0.067873307,0.004606786,,0.105155692,0,0,
petaluma036-2010.png,1683,2593,4276,163,0.076239476,187,220,0,0,0.085126286,-0.104395602,0.010898442,,0.076239476,0,0,
petaluma037-2010.png,2840,3505,6345,611,0.192592593,660,697,0,0,0.202048857,-0.04680187,0.002190415,,0.192592593,0,0,
petaluma038-2010.png,2642,3573,6215,610,0.196299276,667,677,0,0,0.201448109,-0.025559103,0.000653268,,0.196299276,0,0,
petaluma039-2010.png,3455,4503,7958,306,0.076903745,355,378,0,0,0.081176175,-0.05263158,0.002770083,,0.076903745,0,0,
petaluma040-2010.png,3066,4054,7120,288,0.080898876,334,355,0,0,0.087640449,-0.076923072,0.005917159,,0.081179775,-0.000280899,7.89042E-08,
petaluma041-2010.png,1303,1948,3251,203,0.124884651,220,228,0,0,0.131036604,-0.046948356,0.002204148,,0.124884651,0,0,
petaluma042-2010.png,1729,2453,4182,394,0.18842659,420,444,0,0,0.195121951,-0.034313724,0.001177432,,0.18842659,0,0,
petaluma043-2010.png,1986,2923,4909,406,0.165410471,448,476,0,0,0.175595844,-0.058004638,0.003364538,,0.165410471,0,0,
petaluma044-2010.png,2176,3125,5301,337,0.127145822,371,416,0,0,0.136955291,-0.071625341,0.00513019,,0.127523109,-0.000377287,1.42346E-07,
petaluma045-2010.png,2082,2531,4613,337,0.146108823,369,389,0,0,0.15304574,-0.045325777,0.002054426,,0.146108823,0,0,
petaluma046-2010.png,2552,3426,5978,434,0.145199063,481,497,0,0,0.152559384,-0.048245611,0.002327639,,0.145199063,0,0,
petaluma047-2010.png,3885,5064,8949,519,0.115990613,579,600,0,0,0.122248296,-0.051188301,0.002620242,,0.115990613,0,0,
petaluma048-2010.png,1811,2659,4470,369,0.165100671,407,426,0,0,0.17360179,-0.048969074,0.00239797,,0.165100671,0,0,
petaluma049-2010.png,2021,2825,4846,349,0.144036319,389,407,0,0,0.151052414,-0.046448085,0.002157425,,0.14444903,-0.000412712,1.70331E-07,
petaluma050-2010.png,2065,2953,5018,396,0.157831806,438,463,0,0,0.166201674,-0.050359712,0.002536101,,0.157831806,0,0,
petaluma051-2010.png,2080,2924,5004,468,0.18705036,513,523,0,0,0.193844924,-0.035051546,0.001228611,,0.18745004,-0.00039968,1.59744E-07,
petaluma052-2010.png,1628,2206,3834,167,0.087115284,194,203,0,0,0.092331768,-0.056497171,0.00319193,,0.087636933,-0.000521648,2.72117E-07,
petaluma053-2010.png,1571,1428,2999,82,0.054684895,104,98,0,0,0.057352451,-0.046511631,0.002163332,,0.054684895,0,0,
petaluma054-2010.png,2505,3392,5897,366,0.124130914,412,419,0,0,0.12820078,-0.031746031,0.001007811,,0.124130914,0,0,
petaluma055-2010.png,2539,3373,5912,564,0.190798376,619,637,0,0,0.198917456,-0.040816326,0.001665973,,0.190798376,0,0,
petaluma056-2010.png,2041,2862,4903,357,0.145625127,398,420,0,0,0.154599225,-0.058047494,0.003369512,,0.145625127,0,0,
petaluma057-2010.png,952,1376,2328,141,0.121134021,159,176,0,0,0.134879725,-0.101910827,0.010385817,,0.121993127,-0.000859107,7.38064E-07,
petaluma058-2010.png,2040,2887,4927,381,0.154658007,420,441,0,0,0.161964684,-0.04511278,0.002035163,,0.155063933,-0.000405927,1.64776E-07,
petaluma059-2010.png,1916,2948,4864,393,0.161595395,430,454,0,0,0.167763158,-0.036764706,0.001351644,,0.161595395,0,0,
petaluma060-2010.png,1321,1484,2805,117,0.08342246,143,145,0,0,0.089839572,-0.071428569,0.005102041,,0.08342246,0,0,
petaluma061-2010.png,2235,2453,4688,213,0.090870307,249,260,0,0,0.09940273,-0.085836906,0.007367975,,0.090870307,0,0,
petaluma062-2010.png,2852,3838,6690,452,0.135127055,510,542,0,0,0.143198804,-0.056367431,0.003177287,,0.135127055,0,0,
petaluma063-2010.png,1573,1679,3252,197,0.121156212,234,225,0,0,0.125461255,-0.034313728,0.001177432,,0.121156212,0,0,
petaluma064-2010.png,1714,2169,3883,332,0.171001803,369,367,0,0,0.175122328,-0.023529411,0.000553633,,0.171001803,0,0,
sanjose001-2010.png,4089,4742,8831,288,0.065224776,349,354,0,0,0.071113124,-0.082802545,0.006856261,,0.065224776,0,0,
sanjose002-2010.png,3843,4453,8296,278,0.067020251,345,348,0,0,0.072806172,-0.079470203,0.006315513,,0.067020251,0,0,
sanjose003-2010.png,3427,4393,7820,267,0.068286445,315,324,0,0,0.073401535,-0.069686417,0.004856197,,0.068286445,0,0,
sanjose004-2010.png,2783,3433,6216,473,0.152187902,535,528,0,0,0.157657658,-0.03469388,0.001203665,,0.152187902,0,0,
sanjose005-2010.png,3464,4760,8224,439,0.1067607,488,505,0,0,0.110651751,-0.035164835,0.001236566,,0.1067607,0,0,
sanjose006-2010.png,3075,4312,7387,706,0.191146609,757,769,0,0,0.195749289,-0.023513138,0.000552868,,0.191146609,0,0,
sanjose007-2010.png,2895,3941,6836,701,0.205090696,745,744,0,0,0.209186659,-0.01958042,0.000383393,,0.205383265,-0.000292569,8.55965E-08,
sanjose008-2010.png,1147,2234,3381,358,0.211771665,375,403,0,0,0.220053239,-0.03763441,0.001416349,,0.211771665,0,0,
sanjose009-2010.png,3784,4763,8547,197,0.046098046,241,241,0,0,0.049374049,-0.066350704,0.004402416,,0.046098046,0,0,
sanjose010-2010.png,3486,4553,8039,206,0.051250155,247,264,0,0,0.054484389,-0.059360737,0.003523697,,0.051250155,0,0,
sanjose011-2010.png,4003,4493,8496,261,0.061440678,313,324,0,0,0.066384181,-0.074468088,0.005545496,,0.061440678,0,0,
sanjose012-2010.png,2850,3896,6746,344,0.101986362,403,409,0,0,0.10613697,-0.039106145,0.001529291,,0.101986362,0,0,
sanjose013-2010.png,2897,3797,6694,311,0.092919032,352,375,0,0,0.100687183,-0.077151339,0.005952329,,0.092919032,0,0,
sanjose014-2010.png,2972,4039,7011,515,0.146911995,567,597,0,0,0.156325774,-0.060218979,0.003626325,,0.146911995,0,0,
sanjose015-2010.png,2593,3407,6000,497,0.165666667,536,562,0,0,0.173,-0.04238921,0.001796845,,0.166,-0.000333333,1.11111E-07,
sanjose016-2010.png,1526,2923,4449,372,0.167228591,404,431,0,0,0.174421218,-0.041237112,0.001700499,,0.167228591,0,0,
sanjose017-2010.png,3556,4285,7841,202,0.05152404,252,252,0,0,0.055350083,-0.069124426,0.004778186,,0.05177911,-0.00025507,6.50605E-08,
sanjose018-2010.png,2410,3050,5460,254,0.093040293,293,307,0,0,0.098168498,-0.052238804,0.002728893,,0.093040293,0,0,
sanjose019-2010.png,2999,4055,7054,204,0.057839524,255,254,0,0,0.061241849,-0.055555562,0.00308642,,0.058123051,-0.000283527,8.03876E-08,
sanjose020-2010.png,2843,3908,6751,322,0.095393275,363,377,0,0,0.099837061,-0.044510384,0.001981174,,0.095393275,0,0,
sanjose021-2010.png,3125,4461,7586,381,0.100448194,427,440,0,0,0.105457422,-0.047500004,0.00225625,,0.100448194,0,0,
sanjose022-2010.png,3029,3823,6852,621,0.181260946,684,684,0,0,0.187098657,-0.031201246,0.000973518,,0.181260946,0,0,
sanjose023-2010.png,1215,1776,2991,260,0.173854898,293,297,0,0,0.183216316,-0.051094893,0.002610688,,0.173854898,0,0,
sanjose024-2010.png,1019,2247,3266,185,0.113288426,199,227,0,0,0.118187385,-0.041450776,0.001718167,,0.113288426,0,0,
sanjose025-2010.png,2756,3204,5960,313,0.105033557,363,363,0,0,0.111409396,-0.057228916,0.003275149,,0.105033557,0,0,
sanjose026-2010.png,3509,3989,7498,378,0.100826887,459,436,0,0,0.10536143,-0.043037977,0.001852267,,0.100826887,0,0,
sanjose027-2010.png,3107,3595,6702,356,0.106236944,409,424,0,0,0.115786332,-0.082474223,0.006801998,,0.106236944,0,0,
sanjose028-2010.png,3523,4455,7978,584,0.146402607,652,673,0,0,0.154173978,-0.050406501,0.002540815,,0.146402607,0,0,
sanjose029-2010.png,3476,4812,8288,482,0.116312741,536,551,0,0,0.119932432,-0.030181083,0.000910898,,0.116312741,0,0,
sanjose030-2010.png,2190,2933,5123,468,0.182705446,504,520,0,0,0.187780597,-0.027027025,0.00073046,,0.183095842,-0.000390396,1.52409E-07,
sanjose031-2010.png,1781,2446,4227,453,0.214336409,483,498,0,0,0.22190679,-0.03411514,0.001163843,,0.214336409,0,0,
sanjose032-2010.png,1512,3203,4715,422,0.179003181,440,485,0,0,0.183244963,-0.023148149,0.000535837,,0.179003181,0,0,
sanjose033-2010.png,3542,4048,7590,217,0.057180501,275,267,0,0,0.061660079,-0.072649572,0.00527796,,0.057180501,0,0,
sanjose034-2010.png,3586,3914,7500,422,0.112533333,486,487,0,0,0.1184,-0.04954955,0.002455158,,0.112533333,0,0,
sanjose035-2010.png,3347,4015,7362,429,0.116544417,504,507,0,0,0.12333605,-0.055066079,0.003032273,,0.116816083,-0.000271665,7.3802E-08,
sanjose036-2010.png,3005,4109,7114,414,0.116390216,475,477,0,0,0.120888389,-0.037209302,0.001384532,,0.116390216,0,0,
sanjose037-2010.png,3244,4800,8044,566,0.140726007,611,662,0,0,0.147439085,-0.045531197,0.00207309,,0.140726007,0,0,
sanjose038-2010.png,1161,1945,3106,393,0.253058596,416,437,0,0,0.262073406,-0.034398033,0.001183225,,0.253702511,-0.000643915,4.14627E-07,
sanjose039-2010.png,1406,2189,3595,372,0.206954103,394,406,0,0,0.211961057,-0.023622047,0.000558001,,0.206954103,0,0,
sanjose040-2010.png,2178,3845,6023,553,0.183629421,586,610,0,0,0.187946206,-0.022968197,0.000527538,,0.183629421,0,0,
sanjose041-2010.png,3267,3635,6902,239,0.069255288,289,301,0,0,0.074471168,-0.070038913,0.004905449,,0.069255288,0,0,
sanjose042-2010.png,2688,3498,6186,308,0.099579696,347,366,0,0,0.10604591,-0.060975609,0.003718025,,0.099579696,0,0,
sanjose043-2010.png,3047,3599,6646,510,0.153475775,575,575,0,0,0.160397231,-0.043151967,0.001862092,,0.153475775,0,0,
sanjose044-2010.png,3155,3948,7103,379,0.106715472,437,439,0,0,0.112065325,-0.047738698,0.002278983,,0.106715472,0,0,
sanjose045-2010.png,1081,1723,2804,79,0.056348074,93,113,0,0,0.063480742,-0.112359553,0.012624669,,0.056348074,0,0,
sanjose046-2010.png,730,1526,2256,221,0.195921986,237,256,0,0,0.206560284,-0.051502147,0.002652471,,0.195921986,0,0,
sanjose047-2010.png,1653,2715,4368,459,0.210164835,488,503,0,0,0.21474359,-0.021321963,0.000454626,,0.210164835,0,0,
sanjose048-2010.png,2316,4241,6557,601,0.183315541,637,664,0,0,0.186975751,-0.019575856,0.000383214,,0.183620558,-0.000305018,9.30357E-08,
sanjose049-2010.png,1880,2568,4448,115,0.051708633,142,163,0,0,0.058453237,-0.115384609,0.013313608,,0.051708633,0,0,
sanjose050-2010.png,2725,3625,6350,182,0.057322835,226,233,0,0,0.062677165,-0.085427131,0.007297795,,0.057322835,0,0,
sanjose051-2010.png,3372,4098,7470,406,0.108701473,450,475,0,0,0.115127175,-0.05581395,0.003115197,,0.108701473,0,0,
sanjose052-2010.png,1087,1533,2620,143,0.109160305,162,175,0,0,0.117557252,-0.071428572,0.005102041,,0.109160305,0,0,
sanjose053-2010.png,857,1452,2309,121,0.104807276,141,154,0,0,0.115201386,-0.090225565,0.008140653,,0.104807276,0,0,
sanjose054-2010.png,1426,2007,3433,426,0.248179435,467,473,0,0,0.259248471,-0.04269663,0.001823002,,0.248179435,0,0,
sanjose055-2010.png,1708,2702,4410,453,0.205442177,488,502,0,0,0.211791383,-0.029978586,0.000898716,,0.205895692,-0.000453515,2.05676E-07,
sanjose056-2010.png,1700,2766,4466,465,0.208240036,503,509,0,0,0.21182266,-0.016913319,0.00028606,,0.208240036,0,0,
sanjose057-2010.png,1056,1594,2650,94,0.070943396,109,120,0,0,0.076226415,-0.06930693,0.00480345,,0.070943396,0,0,
sanjose058-2010.png,2569,3857,6426,309,0.096171802,357,372,0,0,0.101151572,-0.049230772,0.002423669,,0.096171802,0,0,
sanjose059-2010.png,2177,3161,5338,224,0.083926564,260,274,0,0,0.091045335,-0.078189297,0.006113566,,0.083926564,0,0,
sanjose060-2010.png,1604,2243,3847,103,0.053548219,118,142,0,0,0.058747076,-0.088495581,0.007831468,,0.053548219,0,0,
sanjose061-2010.png,633,1716,2349,57,0.04853129,66,81,0,0,0.051936994,-0.065573762,0.004299918,,0.04853129,0,0,
sanjose062-2010.png,855,2158,3013,316,0.209757717,330,351,0,0,0.217059409,-0.033639143,0.001131592,,0.209757717,0,0,
sanjose063-2010.png,1720,2594,4314,503,0.233194251,542,534,0,0,0.236439499,-0.013725489,0.000188389,,0.233194251,0,0,
sanjose064-2010.png,1608,3058,4666,610,0.261465924,625,650,0,0,0.26575225,-0.016129031,0.000260146,,0.261465924,0,0,
sanysidro001-2010.png,2929,3887,6816,520,0.15258216,580,592,0,0,0.157276995,-0.029850744,0.000891067,,0.15258216,0,0,
sanysidro002-2010.png,3351,3915,7266,531,0.146160198,592,601,0,0,0.153867327,-0.050089444,0.002508952,,0.146160198,0,0,
sanysidro003-2010.png,2731,3602,6333,200,0.063161219,230,254,0,0,0.068214117,-0.07407408,0.005486969,,0.063161219,0,0,
sanysidro004-2010.png,1731,2318,4049,162,0.080019758,201,218,0,0,0.08989874,-0.109890106,0.012075835,,0.080019758,0,0,
sanysidro005-2010.png,1283,1560,2843,109,0.076679564,132,130,0,0,0.082307422,-0.068376071,0.004675287,,0.076679564,0,0,
sanysidro006-2010.png,666,1372,2038,50,0.049067713,63,67,0,0,0.054955839,-0.107142856,0.011479592,,0.049067713,0,0,
sanysidro007-2010.png,598,1384,1982,42,0.042381433,50,68,0,0,0.049445005,-0.142857142,0.020408163,,0.042381433,0,0,
sanysidro008-2010.png,727,1467,2194,159,0.144940747,177,185,0,0,0.151321787,-0.042168677,0.001778197,,0.144940747,0,0,
sanysidro009-2010.png,2095,2751,4846,455,0.187783739,502,526,0,0,0.198101527,-0.052083333,0.002712674,,0.187783739,0,0,
sanysidro010-2010.png,3881,4405,8286,641,0.154718803,740,724,0,0,0.162684045,-0.048961422,0.002397221,,0.154718803,0,0,
sanysidro011-2010.png,2877,3867,6744,224,0.066429419,267,298,0,0,0.073546856,-0.096774188,0.009365243,,0.066725979,-0.00029656,8.79478E-08,
sanysidro012-2010.png,1634,1958,3592,109,0.060690423,141,136,0,0,0.068485523,-0.113821133,0.01295525,,0.060690423,0,0,
