Filename, N_kps1, N_kps2, Total_kps2, N_matches, average_match_rate, n_forward, n_backward, n_not_first_match_forward, n_not_first_match_backward
jenner001-2010.png, 1336, 1690, 3026, 353, 0.233311302049, 415, 457, 80, 108
jenner002-2010.png, 1386, 1736, 3122, 395, 0.253042921204, 468, 494, 88, 97
jenner003-2010.png, 1994, 1914, 3908, 551, 0.28198567042, 661, 686, 153, 147
jenner004-2010.png, 869, 966, 1835, 346, 0.377111716621, 408, 430, 51, 53
jenner005-2010.png, 854, 1209, 2063, 201, 0.194861851672, 239, 249, 56, 52
jenner006-2010.png, 1570, 2199, 3769, 1002, 0.531706022818, 1118, 1170, 98, 107
jenner007-2010.png, 1250, 2001, 3251, 699, 0.430021531836, 801, 858, 85, 116
jenner008-2010.png, 2150, 3346, 5496, 1098, 0.399563318777, 1238, 1324, 181, 196
jenner009-2010.png, 840, 1123, 1963, 381, 0.388181355069, 453, 463, 51, 58
jenner010-2010.png, 724, 974, 1698, 191, 0.224970553592, 222, 250, 36, 53
jenner011-2010.png, 890, 753, 1643, 198, 0.241022519781, 241, 247, 42, 57
jenner012-2010.png, 1523, 1986, 3509, 665, 0.379025363351, 766, 825, 101, 131
jenner013-2010.png, 1636, 2200, 3836, 645, 0.336287799791, 746, 773, 116, 141
jenner014-2010.png, 1337, 1361, 2698, 437, 0.323943661972, 499, 538, 79, 82
jenner015-2010.png, 1017, 1080, 2097, 459, 0.437768240343, 515, 532, 41, 66
jenner016-2010.png, 1309, 2044, 3353, 681, 0.40620339994, 765, 847, 91, 129
jenner017-2010.png, 1228, 1132, 2360, 492, 0.416949152542, 565, 604, 57, 68
jenner018-2010.png, 1348, 1743, 3091, 528, 0.341637010676, 597, 645, 80, 103
jenner019-2010.png, 1478, 1297, 2775, 195, 0.140540540541, 248, 267, 73, 87
jenner020-2010.png, 989, 1401, 2390, 468, 0.391631799163, 534, 554, 67, 68
jenner021-2010.png, 1476, 2268, 3744, 586, 0.313034188034, 668, 731, 129, 150
jenner022-2010.png, 1415, 1433, 2848, 496, 0.348314606742, 561, 595, 70, 95
jenner023-2010.png, 1072, 1226, 2298, 583, 0.507397737163, 661, 682, 50, 65
jenner024-2010.png, 1623, 2474, 4097, 970, 0.473517207713, 1084, 1140, 117, 149
jenner025-2010.png, 2194, 2647, 4841, 1288, 0.532121462508, 1428, 1484, 116, 120
jenner026-2010.png, 1318, 1739, 3057, 478, 0.312724893687, 553, 579, 77, 95
jenner027-2010.png, 1992, 2366, 4358, 686, 0.314823313447, 790, 832, 110, 143
jenner028-2010.png, 636, 714, 1350, 188, 0.278518518519, 222, 233, 45, 48
jenner029-2010.png, 1944, 2932, 4876, 1079, 0.44257588187, 1194, 1264, 127, 149
jenner030-2010.png, 1420, 2233, 3653, 816, 0.446756090884, 908, 961, 104, 113
jenner031-2010.png, 1327, 1958, 3285, 746, 0.454185692542, 824, 867, 98, 106
jenner032-2010.png, 1806, 2410, 4216, 995, 0.472011385199, 1111, 1190, 120, 157
jenner033-2010.png, 1759, 2209, 3968, 959, 0.483366935484, 1063, 1106, 117, 130
jenner034-2010.png, 1742, 2115, 3857, 590, 0.305937256935, 665, 721, 87, 119
jenner035-2010.png, 2048, 2334, 4382, 852, 0.388863532634, 971, 1007, 117, 122
jenner036-2010.png, 883, 1350, 2233, 410, 0.367218987909, 459, 510, 55, 68
jenner037-2010.png, 1329, 2112, 3441, 637, 0.370241208951, 722, 780, 83, 105
jenner038-2010.png, 1001, 1637, 2638, 533, 0.404094010614, 607, 657, 76, 86
jenner039-2010.png, 483, 732, 1215, 226, 0.372016460905, 277, 283, 35, 39
jenner040-2010.png, 1013, 1391, 2404, 498, 0.414309484193, 549, 604, 64, 84
jenner041-2010.png, 1641, 1929, 3570, 713, 0.39943977591, 804, 820, 108, 101
jenner042-2010.png, 2083, 3109, 5192, 1089, 0.419491525424, 1215, 1303, 141, 160
jenner043-2010.png, 1566, 1872, 3438, 658, 0.382780686446, 763, 780, 92, 112
jenner044-2010.png, 1060, 1458, 2518, 535, 0.424940428912, 603, 642, 73, 82
jenner045-2010.png, 1221, 1880, 3101, 578, 0.372782973234, 644, 699, 77, 82
jenner046-2010.png, 1455, 2268, 3723, 985, 0.529143164115, 1087, 1147, 78, 93
jenner047-2010.png, 933, 1426, 2359, 456, 0.386604493429, 514, 552, 76, 69
jenner048-2010.png, 1545, 2294, 3839, 859, 0.447512373014, 963, 1022, 109, 120
jenner049-2010.png, 1240, 1826, 3066, 588, 0.383561643836, 642, 702, 70, 86
jenner050-2010.png, 1372, 2260, 3632, 709, 0.390418502203, 807, 840, 101, 107
jenner051-2010.png, 1050, 1389, 2439, 418, 0.342763427634, 489, 498, 84, 75
jenner052-2010.png, 948, 1388, 2336, 593, 0.507705479452, 664, 700, 55, 67
jenner053-2010.png, 984, 1586, 2570, 466, 0.362645914397, 544, 579, 69, 80
jenner054-2010.png, 943, 1055, 1998, 451, 0.451451451451, 521, 529, 55, 69
jenner055-2010.png, 714, 1053, 1767, 361, 0.408602150538, 418, 424, 41, 46
jenner056-2010.png, 863, 893, 1756, 295, 0.335990888383, 350, 354, 50, 51
jenner057-2010.png, 1414, 1895, 3309, 770, 0.465397401028, 861, 894, 81, 97
jenner058-2010.png, 1251, 2338, 3589, 675, 0.376149345222, 751, 819, 90, 98
jenner059-2010.png, 1383, 1845, 3228, 732, 0.453531598513, 827, 834, 107, 102
jenner060-2010.png, 728, 911, 1639, 329, 0.401464307505, 379, 388, 45, 43
jenner061-2010.png, 661, 891, 1552, 210, 0.270618556701, 246, 268, 42, 45
jenner062-2010.png, 529, 689, 1218, 229, 0.376026272578, 269, 271, 30, 29
jenner063-2010.png, 1006, 1422, 2428, 526, 0.433278418451, 592, 617, 65, 72
jenner064-2010.png, 984, 1097, 2081, 379, 0.364247957713, 448, 467, 48, 74
losangeles001-2010.png, 2812, 4486, 7298, 948, 0.259797204714, 1100, 1110, 204, 193
losangeles002-2010.png, 2723, 5495, 8218, 1114, 0.271112192748, 1245, 1318, 203, 219
losangeles003-2010.png, 1099, 4306, 5405, 625, 0.231267345051, 699, 759, 102, 124
losangeles004-2010.png, 765, 3621, 4386, 264, 0.120383036936, 314, 353, 57, 69
losangeles005-2010.png, 1090, 4385, 5475, 579, 0.211506849315, 639, 728, 87, 105
losangeles006-2010.png, 1398, 4589, 5987, 786, 0.262568899282, 877, 957, 111, 128
losangeles007-2010.png, 2011, 4605, 6616, 1236, 0.373639661427, 1379, 1449, 118, 149
losangeles008-2010.png, 1740, 4585, 6325, 1129, 0.356996047431, 1221, 1306, 103, 129
losangeles009-2010.png, 2437, 5374, 7811, 960, 0.245807194981, 1092, 1202, 212, 240
losangeles010-2010.png, 2584, 5039, 7623, 1280, 0.335825790371, 1409, 1466, 156, 165
losangeles011-2010.png, 1183, 4625, 5808, 745, 0.256542699725, 800, 869, 75, 97
losangeles012-2010.png, 1815, 4450, 6265, 1082, 0.345411013567, 1183, 1312, 132, 170
losangeles013-2010.png, 1355, 4644, 5999, 823, 0.274379063177, 901, 992, 85, 99
losangeles014-2010.png, 2096, 5013, 7109, 1313, 0.369390912927, 1450, 1490, 124, 136
losangeles015-2010.png, 1163, 3053, 4216, 731, 0.346774193548, 804, 890, 74, 94
losangeles016-2010.png, 1329, 4377, 5706, 771, 0.270241850683, 851, 922, 98, 128
losangeles017-2010.png, 2882, 5009, 7891, 1013, 0.256748194145, 1170, 1212, 239, 263
losangeles018-2010.png, 3039, 4381, 7420, 1654, 0.445822102426, 1829, 1860, 189, 193
losangeles019-2010.png, 1164, 3885, 5049, 737, 0.291938997821, 802, 887, 66, 90
