Filename, N_kps1, N_kps2, Total_kps2, N_matches, average_match_rate, n_forward, n_backward, n_not_first_match_forward, n_not_first_match_backward
jenner001-2010.png, 1231, 1444, 2675, 129, 0.0964485981308, 143, 141, 0, 0
jenner002-2010.png, 1183, 1562, 2745, 148, 0.107832422587, 162, 172, 0, 0
jenner003-2010.png, 2099, 2319, 4418, 119, 0.0538705296514, 130, 136, 0, 0
jenner004-2010.png, 1352, 1704, 3056, 94, 0.0615183246073, 104, 103, 0, 0
jenner005-2010.png, 1547, 2345, 3892, 47, 0.0241521068859, 56, 61, 0, 0
jenner006-2010.png, 1627, 2170, 3797, 375, 0.197524361338, 407, 414, 0, 0
jenner007-2010.png, 1446, 2109, 3555, 328, 0.18452883263, 351, 363, 0, 0
jenner008-2010.png, 2279, 3059, 5338, 396, 0.148370176096, 430, 439, 0, 0
jenner009-2010.png, 918, 1332, 2250, 172, 0.152888888889, 180, 186, 0, 0
jenner010-2010.png, 1221, 1803, 3024, 50, 0.0330687830688, 60, 55, 0, 0
jenner011-2010.png, 1481, 1335, 2816, 40, 0.0284090909091, 46, 54, 0, 0
jenner012-2010.png, 1867, 2239, 4106, 233, 0.113492450073, 254, 256, 0, 0
jenner013-2010.png, 2173, 2827, 5000, 168, 0.0672, 183, 185, 0, 0
jenner014-2010.png, 2013, 2285, 4298, 141, 0.0656119125174, 158, 165, 0, 0
jenner015-2010.png, 1136, 1532, 2668, 152, 0.113943028486, 175, 170, 0, 0
jenner016-2010.png, 1657, 1970, 3627, 191, 0.105321202095, 208, 206, 0, 0
jenner017-2010.png, 1787, 1639, 3426, 192, 0.112084063047, 209, 200, 0, 0
jenner018-2010.png, 1618, 2356, 3974, 191, 0.0961248112733, 207, 218, 0, 0
jenner019-2010.png, 2141, 1969, 4110, 29, 0.0141119221411, 44, 35, 0, 0
jenner020-2010.png, 1141, 1477, 2618, 122, 0.0932009167303, 138, 136, 0, 0
jenner021-2010.png, 1786, 2648, 4434, 140, 0.063148398737, 155, 161, 0, 0
jenner022-2010.png, 1876, 1939, 3815, 157, 0.0823066841415, 167, 180, 0, 0
jenner023-2010.png, 1183, 1441, 2624, 200, 0.15243902439, 217, 226, 0, 0
jenner024-2010.png, 1701, 2250, 3951, 315, 0.159453302961, 345, 342, 0, 0
jenner025-2010.png, 2639, 3077, 5716, 540, 0.188943317005, 571, 578, 0, 0
jenner026-2010.png, 1577, 2536, 4113, 102, 0.0495988329686, 111, 126, 0, 0
jenner027-2010.png, 2675, 2619, 5294, 181, 0.0683792973177, 205, 199, 0, 0
jenner028-2010.png, 807, 1018, 1825, 40, 0.0438356164384, 46, 47, 0, 0
jenner029-2010.png, 2074, 3076, 5150, 296, 0.114951456311, 324, 335, 0, 0
jenner030-2010.png, 1621, 2334, 3955, 254, 0.128445006321, 279, 284, 0, 0
jenner031-2010.png, 1415, 2181, 3596, 247, 0.137374860957, 271, 280, 0, 0
jenner032-2010.png, 1995, 2388, 4383, 263, 0.120009126169, 295, 301, 0, 0
jenner033-2010.png, 1917, 2353, 4270, 333, 0.155971896956, 369, 365, 0, 0
jenner034-2010.png, 1984, 2752, 4736, 127, 0.0536317567568, 141, 144, 0, 0
jenner035-2010.png, 2584, 2706, 5290, 183, 0.0691871455577, 211, 210, 0, 0
jenner036-2010.png, 1156, 1426, 2582, 160, 0.12393493416, 180, 171, 0, 0
jenner037-2010.png, 1530, 2502, 4032, 196, 0.0972222222222, 208, 223, 0, 0
jenner038-2010.png, 1356, 1945, 3301, 186, 0.112693123296, 207, 212, 0, 0
jenner039-2010.png, 696, 1080, 1776, 87, 0.097972972973, 95, 92, 0, 0
jenner040-2010.png, 1409, 1624, 3033, 114, 0.0751730959446, 127, 125, 0, 0
jenner041-2010.png, 1714, 2638, 4352, 194, 0.0891544117647, 214, 219, 0, 0
jenner042-2010.png, 2330, 3287, 5617, 258, 0.0918639843333, 280, 287, 0, 0
jenner043-2010.png, 1837, 2104, 3941, 210, 0.106571936057, 232, 228, 0, 0
jenner044-2010.png, 1252, 1622, 2874, 210, 0.146137787056, 228, 227, 0, 0
jenner045-2010.png, 1716, 2609, 4325, 193, 0.0892485549133, 205, 213, 0, 0
jenner046-2010.png, 1451, 2089, 3540, 350, 0.197740112994, 376, 394, 0, 0
jenner047-2010.png, 1014, 1515, 2529, 172, 0.13602214314, 190, 182, 0, 0
jenner048-2010.png, 1846, 2204, 4050, 225, 0.111111111111, 241, 256, 0, 0
jenner049-2010.png, 1557, 2156, 3713, 229, 0.12335039052, 252, 244, 0, 0
