jenner001-2010.png, 1231, 1444, 2675, 0.118130841121
jenner002-2010.png, 1183, 1562, 2745, 0.128233151184
jenner003-2010.png, 2099, 2319, 4418, 0.0774105930285
jenner004-2010.png, 1352, 1704, 3056, 0.0929319371728
jenner005-2010.png, 1547, 2345, 3892, 0.0308324768756
jenner006-2010.png, 1627, 2170, 3797, 0.22491440611
jenner007-2010.png, 1446, 2109, 3555, 0.199156118143
jenner008-2010.png, 2279, 3059, 5338, 0.168977144998
jenner009-2010.png, 918, 1332, 2250, 0.164444444444
jenner010-2010.png, 1221, 1803, 3024, 0.0403439153439
jenner011-2010.png, 1481, 1335, 2816, 0.0404829545455
jenner012-2010.png, 1867, 2239, 4106, 0.154895275207
jenner013-2010.png, 2173, 2827, 5000, 0.0796
jenner014-2010.png, 2013, 2285, 4298, 0.0763145649139
jenner015-2010.png, 1136, 1532, 2668, 0.126686656672
jenner016-2010.png, 1657, 1970, 3627, 0.122415219189
jenner017-2010.png, 1787, 1639, 3426, 0.135434909515
jenner018-2010.png, 1618, 2356, 3974, 0.105183694011
jenner019-2010.png, 2141, 1969, 4110, 0.0184914841849
jenner020-2010.png, 1141, 1477, 2618, 0.124522536287
jenner021-2010.png, 1786, 2648, 4434, 0.0784844384303
jenner022-2010.png, 1876, 1939, 3815, 0.0969855832241
jenner023-2010.png, 1183, 1441, 2624, 0.17987804878
jenner024-2010.png, 1701, 2250, 3951, 0.180207542394
jenner025-2010.png, 2639, 3077, 5716, 0.256822953114
jenner026-2010.png, 1577, 2536, 4113, 0.0656455142232
jenner027-2010.png, 2675, 2619, 5294, 0.0800906686815
jenner028-2010.png, 807, 1018, 1825, 0.0701369863014
jenner029-2010.png, 2074, 3076, 5150, 0.140194174757
jenner030-2010.png, 1621, 2334, 3955, 0.160303413401
jenner031-2010.png, 1415, 2181, 3596, 0.155172413793
jenner032-2010.png, 1995, 2388, 4383, 0.144193474789
jenner033-2010.png, 1917, 2353, 4270, 0.183606557377
jenner034-2010.png, 1984, 2752, 4736, 0.0671452702703
jenner035-2010.png, 2584, 2706, 5290, 0.0865784499055
jenner036-2010.png, 1156, 1426, 2582, 0.146398140976
jenner037-2010.png, 1530, 2502, 4032, 0.112599206349
jenner038-2010.png, 1356, 1945, 3301, 0.130263556498
jenner039-2010.png, 696, 1080, 1776, 0.10472972973
jenner040-2010.png, 1409, 1624, 3033, 0.118694362018
jenner041-2010.png, 1714, 2638, 4352, 0.105698529412
