Filename, N_kps1, N_kps2, N_kps_total, average_match_rate, proximity_in_pixels, fit_converged, n_forward, n_backward, n_not_first_match_forward, n_not_first_match_backward
oakland048-2010.png, 2666, 4838, 7504, 0.46881663113, 4, -1, 1882, 1993, 143, 189
oakland049-2010.png, 3040, 3930, 6970, 0.262553802009, 4, -1, 1044, 1101, 233, 245
oakland050-2010.png, 1417, 2068, 3485, 0.188809182209, 4, -1, 384, 435, 105, 106
oakland051-2010.png, 1941, 2190, 4131, 0.299685306221, 4, -1, 709, 739, 127, 135
oakland052-2010.png, 1613, 2367, 3980, 0.282412060302, 4, -1, 644, 677, 110, 119
oakland053-2010.png, 2172, 3033, 5205, 0.353121998079, 4, -1, 1036, 1094, 183, 188
oakland054-2010.png, 1918, 2677, 4595, 0.386942328618, 4, -1, 990, 1056, 119, 163
oakland055-2010.png, 2938, 4189, 7127, 0.503998877508, 4, -1, 1923, 2026, 154, 204
oakland056-2010.png, 2645, 5267, 7912, 0.459302325581, 4, -1, 1931, 2036, 145, 157
oakland057-2010.png, 1357, 1857, 3214, 0.189794648413, 4, -1, 368, 407, 92, 100
oakland058-2010.png, 2052, 2483, 4535, 0.270782800441, 4, -1, 694, 721, 155, 143
oakland059-2010.png, 1907, 2224, 4131, 0.343742435246, 4, -1, 802, 845, 133, 136
oakland060-2010.png, 2099, 2694, 4793, 0.277070728145, 4, -1, 758, 813, 157, 182
oakland061-2010.png, 2383, 3470, 5853, 0.38270972151, 4, -1, 1241, 1321, 198, 221
oakland062-2010.png, 1457, 2531, 3988, 0.387161484453, 4, -1, 845, 920, 124, 127
oakland063-2010.png, 1971, 3126, 5097, 0.449676280165, 4, -1, 1254, 1367, 113, 164
oakland064-2010.png, 2435, 5274, 7709, 0.394863146971, 4, -1, 1633, 1726, 139, 171
petaluma001-2010.png, 1811, 2427, 4238, 0.466257668712, 4, -1, 1120, 1117, 133, 95
petaluma002-2010.png, 3229, 4499, 7728, 0.488871635611, 4, -1, 2063, 2106, 200, 188
petaluma003-2010.png, 1388, 2715, 4103, 0.320740921277, 4, -1, 747, 767, 91, 87
petaluma004-2010.png, 1507, 2060, 3567, 0.175497617045, 4, -1, 381, 411, 104, 125
petaluma005-2010.png, 1395, 1631, 3026, 0.193654990086, 4, -1, 342, 361, 84, 94
petaluma006-2010.png, 1005, 1282, 2287, 0.236117184084, 4, -1, 332, 340, 90, 77
petaluma007-2010.png, 1851, 2548, 4399, 0.335530802455, 4, -1, 836, 893, 147, 178
petaluma008-2010.png, 1257, 2298, 3555, 0.164838255977, 4, -1, 346, 384, 93, 99
petaluma009-2010.png, 3558, 4681, 8239, 0.450054618279, 4, -1, 2034, 2064, 242, 235
petaluma010-2010.png, 3095, 4478, 7573, 0.466657863462, 4, -1, 1934, 1981, 180, 183
petaluma011-2010.png, 2531, 4316, 6847, 0.397546370673, 4, -1, 1492, 1560, 145, 187
petaluma012-2010.png, 1017, 1718, 2735, 0.0965265082267, 4, -1, 158, 178, 53, 51
petaluma013-2010.png, 990, 1505, 2495, 0.0825651302605, 4, -1, 119, 136, 37, 39
petaluma014-2010.png, 1713, 2394, 4107, 0.321402483565, 4, -1, 755, 763, 129, 148
petaluma015-2010.png, 1289, 1938, 3227, 0.32475983886, 4, -1, 602, 639, 108, 105
petaluma016-2010.png, 1447, 2167, 3614, 0.256779192031, 4, -1, 542, 564, 103, 119
petaluma017-2010.png, 3235, 4828, 8063, 0.406548431105, 4, -1, 1791, 1865, 222, 234
petaluma018-2010.png, 2911, 4583, 7494, 0.401387776888, 4, -1, 1635, 1719, 176, 202
petaluma019-2010.png, 1765, 3305, 5070, 0.342406311637, 4, -1, 945, 1035, 114, 155
petaluma020-2010.png, 1659, 2243, 3902, 0.228600717581, 4, -1, 538, 545, 115, 129
petaluma021-2010.png, 1750, 1978, 3728, 0.31008583691, 4, -1, 657, 674, 104, 113
petaluma022-2010.png, 2460, 3119, 5579, 0.497938698692, 4, -1, 1546, 1577, 171, 187
petaluma023-2010.png, 1662, 2260, 3922, 0.284038755737, 4, -1, 645, 681, 139, 137
petaluma024-2010.png, 2001, 2933, 4934, 0.289420348602, 4, -1, 821, 862, 145, 155
petaluma025-2010.png, 2730, 3766, 6496, 0.430726600985, 4, -1, 1554, 1579, 190, 192
